Project No,Total A1-A5w,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Storeys,Grid_X,Grid_Y,Bays_X,"Typology_CLT, Glulam and Steel Column Hybrid",Typology_Composite Cell Beams with Metal Decking,Typology_Composite Rolled Steel with Metal Decking,Typology_Non-Composite Rolled Steel with PCC Planks,Typology_One-Way Spanning RC,Typology_PT RC Flat Slab,Typology_Precast Hollowcore with In-situ RC Beams,Typology_RC Flat Slab,Typology_RC Rib Slab,Typology_Steel Frame with CLT Slabs,Typology_Two-way RC Slab,Building Use_Education,Building Use_Healthcare,Building Use_Office,Building Use_Residential,Has Basement_No,Has Basement_Yes,Has Transfer Deck_No,Has Transfer Deck_Yes
123,53524.66103655061,75280681.1305,150480.0,301206680.13131833,526.9647679133799,359.1947488334928,19,9,9,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
124,41863.26083247801,79364782.5785,150480.0,238828596.08485723,555.5534780495396,281.8900472523096,19,9,9,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
125,41936.24271021472,74983042.2081,150480.0,233941689.4719683,524.8812954565677,282.17121215890006,19,9,9,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
126,44011.12322523591,71529073.8623,150480.0,225274546.2731105,500.70351703591103,295.79895495927576,19,9,9,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
127,46216.17357906392,72836823.2237,150480.0,258761674.4485244,509.8577625658935,310.5132332644193,19,9,9,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
128,40947.300693223806,67658863.3362,150480.0,234115942.68841305,473.6120433532051,275.2585907534357,19,9,9,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
129,45829.48615776037,110419765.6778,150480.0,206866223.2963972,772.9383597442651,309.6918163045231,19,9,9,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
130,38393.97769557966,93304238.4535,150480.0,150340096.7417107,653.1296691745457,259.48370125434747,19,9,9,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
131,41950.88212411142,109813653.53,150480.0,152427748.79338682,768.695574710125,283.8887406886068,19,9,9,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
132,33227.75681178138,99488291.6489,150480.0,108900939.89586394,696.4180415425838,225.43975846174885,19,9,9,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
133,30289.247308819693,115970683.2593,150480.0,116198389.9622272,811.7947828149345,206.67890810496164,19,9,9,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
141,28808.52642168616,67046598.3707,63360.0,119474542.97890043,469.32618859516526,462.08732023802594,32,10,10,3.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
142,71660.9910292375,96526091.9495,211200.0,402125793.2084716,675.6826436467575,342.5031897390353,12,10,10,8.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
143,49715.000186838806,99477457.1805,211200.0,288439624.774359,696.342200263628,238.6900681207501,12,10,10,8.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
144,52142.29298785396,92841131.0826,211200.0,289609836.95675224,649.8879175780538,249.96297777193183,12,10,10,8.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
145,58241.54988533248,93304762.6705,211200.0,289524677.706372,653.1333386932208,278.85740162890954,12,10,10,8.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
146,61565.52056004018,91538116.6076,211200.0,346457278.0639925,640.7668162528562,294.53734553169056,12,10,10,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
147,48418.47038392347,80472107.2916,211200.0,281348483.5633988,563.3047510409609,231.9212837829755,12,10,10,8.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
148,50723.54991629047,128514592.5454,211200.0,234657667.7641153,899.6021478181019,244.42780333384735,12,10,10,8.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
149,44728.578188574495,119049466.3141,211200.0,160623301.31059113,833.3462641987134,215.72880896199436,12,10,10,8.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
150,52768.67683013315,154620332.1994,211200.0,169570337.13447133,1082.3423253955636,254.97641645610184,12,10,10,8.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
151,41213.62328366357,141007853.4627,211200.0,106777153.7316592,987.0549742390942,199.8138175090088,12,10,10,8.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
152,36095.93572995109,169978028.1707,211200.0,124531337.49706069,1189.846197194742,176.54252806413746,12,10,10,8.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
153,29313.3598823,42555845.4984,102900.0,181611328.0393779,297.890918488822,287.76725753924995,5,7,7,15.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
154,28114.47914946184,48511995.5752,102900.0,181653902.7792827,339.58396902665004,276.52150746830404,5,7,7,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
155,26037.98387738121,39879343.4441,102900.0,136352760.598739,279.1554041088383,255.75451196783337,5,7,7,15.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
156,23547.58188960361,40115559.4556,102900.0,151635080.6686898,280.8089161891188,231.56842376863688,5,7,7,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
157,23067.529197847543,53700870.3108,102900.0,129178216.36297306,375.90609217573865,227.8273594754449,5,7,7,15.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
158,21576.3054033054,54882399.7787,102900.0,100307650.9329585,384.1767984509394,213.4157648372822,5,7,7,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
159,18522.853868755286,60097155.1952,102900.0,79315305.76910122,420.68008636660255,184.09653989428463,5,7,7,15.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
160,15871.740174531238,52313473.0167,102900.0,80376259.74316011,366.19431111688186,157.80305622592925,5,7,7,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
161,31958.571899374445,47581938.3757,102960.0,267056558.98913208,333.07356863019106,313.63292024091527,9,6,6,13.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
162,25997.22246913368,49574964.4988,102960.0,236346445.4669864,347.02475149163524,255.86875699908035,9,6,6,13.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
163,21287.32830515669,43779652.5957,102960.0,206509404.46473375,306.45756816980577,209.7298550245386,9,6,6,13.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
164,21786.68781239288,42185878.7403,102960.0,208513236.9482165,295.3011511821352,214.4715322802546,9,6,6,13.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
165,25640.45617801325,46242626.0119,102960.0,231421393.57971865,323.6983820835641,252.17710334204364,9,6,6,13.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
166,25175.41128306938,58499061.627,102960.0,212096065.33258948,409.49343138929567,248.49363553281543,9,6,6,13.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
167,22700.58168865728,54155914.1277,102960.0,182427194.9497313,379.0913988940385,224.1615490243912,9,6,6,13.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
168,24896.211051736293,64012742.2061,102960.0,184175954.2324104,448.0891954426949,246.1567623074882,9,6,6,13.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
169,19760.871442646563,59684955.9378,102960.0,160163253.28376347,417.7946915647599,195.98549081401828,9,6,6,13.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
170,18317.003480447784,67384490.1902,102960.0,162567593.29879677,471.6914313314659,182.4853818160378,9,6,6,13.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
171,4128.327355148038,6804537.3451,9408.0,22943206.88786613,47.63176141556978,443.8732054170501,21,7,7,4.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
172,3651.167142322956,7173836.0017,9408.0,20489474.413603928,50.2168520121587,393.4294211665725,21,7,7,4.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
173,3837.533122681175,7426895.671,9408.0,21140890.19063908,51.988269696770864,413.4270187476557,21,7,7,4.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
174,3932.143348687743,6990031.8585,9408.0,21255783.90910161,48.93022300963992,423.1583303249769,21,7,7,4.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
175,3987.540961883266,7130920.9831,9408.0,22010427.82270649,49.91644688160376,429.1515102853816,21,7,7,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
176,3975.7907925621257,6917969.3405,9408.0,22341549.485328685,48.425785383610815,427.7441090503546,21,7,7,4.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
177,4131.546788984196,9305423.7211,9408.0,20609184.920197845,65.13796604757476,446.07618569640425,21,7,7,4.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
178,4198.551270267112,9386982.1944,9408.0,18857346.06204708,65.70887536082328,453.2589440505884,21,7,7,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
179,4077.0844988396143,9364004.3805,9408.0,17966384.93638473,65.54803066328618,440.3308385951212,21,7,7,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
180,3662.844861554701,8933827.8599,9408.0,16572238.899375144,62.536795019280746,395.9801930882208,21,7,7,4.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
181,3764.548414160195,9822137.3771,9408.0,17803609.261013415,68.7549616396803,407.45146426444256,21,7,7,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
182,19623.22400255532,31443084.7,57600.0,131119694.371279,220.1015928999063,344.5021804766532,19,6,6,20.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
183,17484.98528228297,32800685.7495,57600.0,121783660.54258278,229.60480024615632,307.5449667105751,19,6,6,20.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
184,16520.10550260946,31846780.4596,57600.0,114014396.09270623,222.92746321718,290.6776556567125,19,6,6,20.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
185,17394.29559273593,29734711.7789,57600.0,114346907.75465187,208.1429824521581,305.5978919303487,19,6,6,20.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
186,17197.99340376747,30163876.3502,57600.0,116964277.0050762,211.14713445131085,302.242023232965,19,6,6,20.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
187,18386.477116862967,31093637.433,57600.0,125554993.46598224,217.65546203119536,322.9884128280236,19,6,6,20.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
188,18001.215146109836,42930994.9602,57600.0,108596276.23456232,300.5169647216494,317.7384047019356,19,6,6,20.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
189,18104.13119720387,42418603.06,57600.0,98701258.22755328,296.93022141968146,319.4628718511034,19,6,6,20.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
190,18529.652837279784,45081088.8299,57600.0,97946997.93198344,315.56762180924494,327.17396630362896,19,6,6,20.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
191,15064.884314576777,41432739.5471,57600.0,82553195.15629146,290.02917682972947,266.5783592258074,19,6,6,20.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
192,14692.123720193074,45809222.9784,57600.0,84955972.68978298,320.6645608487356,260.63868543475365,19,6,6,20.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
193,33407.37716766581,49102815.2617,97440.0,183566333.87086603,343.7197068319293,346.3782519960769,29,6,6,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
194,28058.51743196805,50510533.9577,97440.0,157494656.40081528,353.5737377041933,291.58550050977266,29,6,6,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
195,26012.316314785963,48124611.8305,97440.0,144399637.17501646,336.8722828135351,270.4144971018011,29,6,6,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
196,28765.90059464906,47339249.2277,97440.0,147455609.45591292,331.3747445940669,298.6173577508531,29,6,6,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
197,26896.431530851954,46676321.9338,97440.0,148556571.25488254,326.7342535366593,279.3838853077649,29,6,6,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
198,28184.816229363245,46637585.8477,97440.0,156477644.12262863,326.46310093376235,292.60344140288385,29,6,6,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
199,28371.245299288857,67752657.0603,97440.0,131449479.78760692,474.2685994221001,296.03359912470194,29,6,6,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
200,28050.60837561045,64720701.7507,97440.0,111950590.22463869,453.0449122551381,292.52517742062383,29,6,6,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
201,27988.5651009231,69735956.6741,97440.0,103887037.65998916,488.15169671837424,292.24873560797903,29,6,6,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
202,22795.755265062908,62281705.6801,97440.0,88234380.17353086,435.971939760545,238.42084569810604,29,6,6,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
203,22638.79496988387,70934109.4121,97440.0,93764344.36691362,496.53876588474657,237.4315859582165,29,6,6,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
205,141225.54929880277,202583072.421,411684.0,678748663.783466,1418.0815069472706,346.48815792148844,29,7,7,13.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
206,131172.70270176342,195594508.2103,411684.0,741348426.5422599,1369.1615574720831,321.9504869250092,29,7,7,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
212,2830.409529946519,5181961.6755,11232.0,18752684.672266413,36.273731728168286,255.22464936562383,3,8,8,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
213,2267.490899910754,5561362.9425,11232.0,16206876.002778716,38.92954059766846,205.34370018771568,3,8,8,4.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
214,2225.4596387965357,5368322.0032,11232.0,15280954.412427071,37.57825402215976,201.4812938763083,3,8,8,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
215,2456.192613017718,5040842.7426,11232.0,15618402.113921218,35.28589919798315,221.81966811037228,3,8,8,4.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
216,2465.587053111773,5008530.7209,11232.0,16711645.680520888,35.05971504599377,222.63593021347643,3,8,8,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
217,2274.3366070332354,4993733.6884,11232.0,16158412.206531622,34.95613581889001,205.5994251114784,3,8,8,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
218,2175.545958266332,6439683.7045,11232.0,13849113.527353246,45.07778593177531,197.7051054307432,3,8,8,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
219,2272.4104880074933,6447175.6047,11232.0,12038750.51310896,45.13022923258625,206.33375331553415,3,8,8,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
220,2614.2445128088475,7983192.0206,11232.0,12311650.005987609,55.882344144391446,237.72496945808751,3,8,8,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
221,1919.7295139711564,7043929.5123,11232.0,9225405.80540114,49.307506585963175,175.30600254247858,3,8,8,4.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
222,1751.266604904579,8810710.36,11232.0,9550852.714179596,61.6749725202887,161.40861622372398,3,8,8,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
223,91980.41277808655,206949154.2439,226200.0,372243390.5631214,1448.644079707256,413.03738663923,29,8,8,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
225,8134.387529726428,12515158.9264,20328.0,69854768.6716585,87.60611248461917,404.4664326156556,6,11,11,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
226,6736.960676418904,13085751.1947,20328.0,63102854.038583055,91.6002583626225,335.9189755402168,6,11,11,11.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
227,6920.397223237848,12363753.2085,20328.0,63273085.58823721,86.54627245943131,344.69419006775286,6,11,11,11.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
228,7562.140189187,12629898.6546,20328.0,64619366.391459405,88.40929058251741,376.3552479225461,6,11,11,11.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
229,6589.376056799914,11473809.7958,20328.0,62432820.09443043,80.31666857053744,328.10373501428825,6,11,11,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
230,6644.868276019902,14309100.9581,20328.0,59206971.12269391,100.16370670674816,331.80991650564005,6,11,11,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
231,6289.422457640665,14442522.5696,20328.0,52697496.02167398,101.09765798698083,314.3703323311514,6,11,11,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
232,6739.882161404115,16535417.1106,20328.0,53199750.95095217,115.74791977443924,337.2505943122076,6,11,11,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
233,5955.981625061448,16132796.9119,20328.0,48484453.95329164,112.92957838339024,298.54935081881337,6,11,11,11.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
234,5354.497334579233,13964416.442,20328.0,49417177.514715925,97.75091509382464,268.213707677738,6,11,11,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
239,25790.60425556552,37604114.0398,79380.0,219749678.17267844,263.2287982785126,328.21659175918404,8,7,7,15.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
240,21123.74721409344,38607368.9585,79380.0,197065450.7251057,270.2515827092725,269.5137162610571,8,7,7,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
241,17590.40528203015,34659530.4247,79380.0,173801530.81871092,242.61671297274447,224.6538422147001,8,7,7,15.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
242,18694.734452330147,32611466.3566,79380.0,180192329.0240476,228.2802644958571,238.38516902023184,8,7,7,15.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
243,19884.9416713298,43044160.367,79380.0,177768028.36156142,301.3091225688424,254.2989518001845,8,7,7,15.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
244,18508.123922086816,40948907.6921,79380.0,158047617.57997268,286.6423538446466,236.7695424027647,8,7,7,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
245,19313.868336898704,44961400.8798,79380.0,158684696.01902837,314.7298061589241,247.27384911889175,8,7,7,15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
246,16439.370212105398,45307214.6937,79380.0,141173297.63164085,317.1505028556876,211.09247562309253,8,7,7,15.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
247,15070.502751502238,47640260.9775,79380.0,142324028.71094275,333.48182684231926,194.05372358710704,8,7,7,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
248,123561.21578707466,176210621.2209,407160.0,801157209.5165186,1233.47434854654,306.5003687386315,28,6,6,13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
249,99408.77211860938,177756878.9193,407160.0,673575287.951006,1244.2981524351546,247.20765858887057,28,6,6,13.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
250,83669.59455507588,161820737.3436,407160.0,572120038.9506443,1132.745161405299,208.27767883996756,28,6,6,13.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
251,93263.46513082534,153434424.4487,407160.0,576752267.3215003,1074.040971140712,231.69639970028007,28,6,6,13.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
252,86793.01625093872,152659601.8822,407160.0,586460648.780982,1068.61721317561,215.79141729078083,28,6,6,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
253,99191.09486272858,163332000.3832,407160.0,664372935.6832839,1143.3240026822607,246.4250389660351,28,6,6,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
257,68764.75000741154,213142192.8692,407160.0,335109990.6196121,1491.9953500840518,172.5531617975626,28,6,6,13.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
265,70975.35489046261,115510205.4816,258552.0,455884800.8107626,808.571438371337,277.638255858914,26,6,6,19.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
266,63623.026598975885,127492558.5902,258552.0,423983778.7465973,892.4479101312461,249.5261089030722,26,6,6,19.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
267,63394.017073004754,123542319.0828,258552.0,416121663.5051925,864.7962335797084,248.5334219289909,26,6,6,19.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
268,64574.686002808136,108087974.1942,258552.0,409595931.2215991,756.6158193592082,252.68147924660164,26,6,6,19.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
269,65991.50085697533,114596744.7779,258552.0,428248749.2501919,802.1772134454931,258.33750297975195,26,6,6,19.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
270,72868.7939867964,121975747.4418,258552.0,471094447.8561045,853.8302320923049,285.1365459129642,26,6,6,19.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
271,64688.65745732621,173616661.6708,258552.0,354905021.51291454,1215.3166316954369,254.896400294802,26,6,6,19.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
272,71635.73666031174,176736818.8833,258552.0,339866975.39341545,1237.1577321831735,281.85005102453243,26,6,6,19.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
273,74289.99516970357,192898428.3097,258552.0,334911100.2893996,1350.2889981680644,292.55346765011154,26,6,6,19.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
274,56260.4724701071,168437930.9622,258552.0,264722034.7296605,1179.0655167356915,222.15855219392148,26,6,6,19.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
275,54769.89502147907,188922746.7051,258552.0,274777622.6597986,1322.459226935796,216.94805783136417,26,6,6,19.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
276,367.4741672561465,780280.6271,1536.0,2355081.8363946537,5.461964389424864,242.7969607067522,4,8,8,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
277,325.00647667880946,808450.4141,1536.0,2215972.6563670663,5.659152898456392,215.2771025893658,4,8,8,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
278,342.1100602882669,836251.9923,1536.0,2264364.9828125047,5.853763946402871,226.53894806944643,4,8,8,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
279,333.400901237587,716981.4307,1536.0,2190924.227531744,5.018870014667592,220.32537190901996,4,8,8,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
280,360.46274991816,775220.7881,1536.0,2389634.178294868,5.426545516748121,238.2091767154349,4,8,8,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
281,342.9884078926359,767094.7328,1536.0,2315404.22808059,5.369663129841903,226.795619155259,4,8,8,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
282,344.8098368616903,948387.8856,1536.0,2136731.792178009,6.638715198879518,228.80765108110015,4,8,8,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
283,351.59055241140953,903085.6963,1536.0,1928660.171476713,6.321599874216369,233.01572414428767,4,8,8,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
284,374.5795038404237,1010616.7779,1536.0,1935246.462990362,7.074317445240861,248.47253989952125,4,8,8,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
285,291.8481097418763,965119.4783,1536.0,1644706.7365994095,6.755836348147343,194.4036107356925,4,8,8,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
286,294.0948693022198,1108455.214,1536.0,1718592.4562058337,7.7591864977281295,196.5195675780911,4,8,8,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
287,26646.992616813157,38047917.5327,99008.0,158051352.87056702,266.335422728678,271.8298323321533,7,8,8,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
288,22732.81980236533,44643663.7247,99008.0,140422323.20346206,312.5056460729919,232.76225606454352,7,8,8,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
289,21845.79896378818,34687418.0404,99008.0,110176871.9581864,242.81192628286456,223.09925349538463,7,8,8,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
290,19543.793958569237,35950613.8739,99008.0,120978484.89098804,251.65429711731528,199.93786618946496,7,8,8,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
291,19997.6144699556,52824911.2762,99008.0,100600065.06798267,369.77437893344086,205.71457709365956,7,8,8,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
292,17945.404105390127,50387880.649,99008.0,68705437.03578657,352.7151645429799,184.81455306574327,7,8,8,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
293,13791.299152499892,50327253.7579,99008.0,43951739.725038856,352.29077630540496,142.85300105855382,7,8,8,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
294,12602.962788182058,57934692.0236,99008.0,46231426.63614737,405.5428441654328,131.3884295445569,7,8,8,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
295,49828.68218577478,112995811.8027,127296.0,220294806.8739693,790.9706826191356,397.6531302507064,26,6,6,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
