Project No,Total A1-A5w,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Storeys,Grid_X,Grid_Y,Bays_X,"Typology_CLT, Glulam and Steel Column Hybrid",Typology_Composite Cell Beams with Metal Decking,Typology_Composite Rolled Steel with Metal Decking,Typology_Non-Composite Rolled Steel with PCC Planks,Typology_One-Way Spanning RC,Typology_PT RC Flat Slab,Typology_Precast Hollowcore with In-situ RC Beams,Typology_RC Flat Slab,Typology_RC Rib Slab,Typology_Steel Frame with CLT Slabs,Typology_Two-way RC Slab,Building Use_Education,Building Use_Healthcare,Building Use_Office,Building Use_Residential,Has Basement_No,Has Basement_Yes,Has Transfer Deck_No,Has Transfer Deck_Yes
452,15558.546912341537,69668520.464,103680.0,49982214.69651902,487.6796432481573,154.76684563647467,12,9,9,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
454,34422.50606861888,53737600.6946,141120.0,188878749.2231072,376.1632048621182,246.5892097043721,20,7,7,16.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
455,28841.511690040086,58911868.245,141120.0,163860096.71788287,412.38307771486143,207.29800714112065,20,7,7,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
456,27253.408820140867,56761382.3515,141120.0,147893050.6163915,397.3296764606546,195.9377727933781,20,7,7,16.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
457,29351.63698270608,49975295.5678,141120.0,151577138.63067487,349.8270689744024,210.4695581893458,20,7,7,16.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
458,29619.333961892477,52855091.6643,141120.0,161377739.06928617,369.9856416498294,212.5093509321308,20,7,7,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
459,30501.42656828074,54116026.4855,141120.0,171564460.45002103,378.8121853984725,218.82255352663844,20,7,7,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
460,28924.95027482592,78617533.4305,141120.0,129833531.00540544,550.3227340136258,208.86673050481537,20,7,7,16.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
461,31206.286489541177,81039917.8595,141120.0,111115430.27160724,567.2794250167618,225.1528196893278,20,7,7,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
462,31540.39966683424,84983352.4753,141120.0,109063370.27853544,594.8834673271953,227.71600860375167,20,7,7,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
463,23890.09724732113,74568105.1579,141120.0,75341986.84324564,521.9767361051016,172.9880526036439,20,7,7,16.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
464,22797.422802536246,86143341.1114,141120.0,80277919.67580536,603.0033877801122,165.8193465867089,20,7,7,16.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
465,66435.76620674969,119451454.4466,219648.0,493853340.40470445,836.1601811259875,306.2715180100692,15,11,11,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
466,55842.750721715565,91703498.4586,219648.0,431500950.1751263,641.9244892101185,257.1599796534714,15,11,11,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
467,59968.03822080226,138209850.901,219648.0,397047479.3333849,967.4689563070853,277.42345560674056,15,11,11,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
468,52741.97221616136,129917637.7228,219648.0,312486917.1370675,909.4234640594362,244.26079764086535,15,11,11,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
469,58114.47934392397,152761326.7423,219648.0,321168818.7825859,1069.3292871961437,269.4484294467517,15,11,11,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
470,44665.0321106956,133959203.3128,219648.0,255952336.7899612,937.71442318985,207.6173993566317,15,11,11,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
471,39658.27469420619,129165690.2889,219648.0,264182674.0104356,904.1598320221826,184.67017467142145,15,11,11,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
472,83343.69763331389,150376507.229,304920.0,478730403.77088153,1052.6355506027935,276.7818876555053,21,10,10,11.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
473,77688.43714309346,134032642.8109,304920.0,428521421.22947496,938.2284996762008,257.8599817747923,21,10,10,11.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
474,90096.45341332114,138517461.4654,304920.0,446912887.62006223,969.6222302581084,298.655633095826,21,10,10,11.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
475,93856.38990933608,135875745.262,304920.0,528863364.7935604,951.1302168341026,310.9258826123907,21,10,10,11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
476,75132.31138762501,120201730.0186,304920.0,427561219.0372319,841.4121101299977,249.15952872148435,21,10,10,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
477,80481.93392549682,195471773.8728,304920.0,358241428.4739198,1368.302417109771,268.43183898270564,21,10,10,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
478,70330.47560631123,186241852.7469,304920.0,233627995.6532122,1303.692969228549,234.9277468698012,21,10,10,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
480,59809.26523472627,195773836.5387,304920.0,155930988.1954084,1370.416855770969,200.64174895217516,21,10,10,11.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
482,13124.412749163565,18036817.7409,36036.0,75988676.28026609,126.25772418621447,367.7064733419297,7,11,11,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
483,9909.541889732793,19011068.9578,36036.0,60395042.6461088,133.07748270486536,278.6829662681113,7,11,11,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
484,9413.91900765897,14966093.884,36036.0,57483173.42928021,104.7626571877804,264.14368034317766,7,11,11,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
485,9402.68395131391,22332004.5275,36036.0,48142553.598424576,156.32403169254198,265.2627367911658,7,11,11,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
486,8448.640286981608,21542827.1966,36036.0,36000022.151710786,150.7997903758766,238.634700781371,7,11,11,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
487,10012.345997449182,28453306.0612,36036.0,37400541.24668397,199.17314242826149,283.3699395015385,7,11,11,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
488,8383.161016931786,26734542.468,36036.0,29309026.42041893,187.1417972761108,237.82614092041004,7,11,11,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
489,3918.440779499109,6231967.5234,8736.0,41416196.10522909,43.623772663623214,453.533030238408,3,6,6,7.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
490,3612.320181526451,6300333.39,8736.0,40142090.79191112,44.10233373009997,418.5465333398067,3,6,6,7.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
491,3555.614769710226,6009971.1066,8736.0,39688497.912039846,42.06979774630744,411.8228671539072,3,6,6,7.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
492,3458.232291653649,6635966.3856,8736.0,38014934.08766864,46.45176469898989,401.1772042528204,3,6,6,7.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
493,3274.1479052362133,6378694.6539,8736.0,36224453.28893062,44.6508625772934,379.8991263522788,3,6,6,7.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
494,3143.747752226012,7188852.9318,8736.0,35159935.851523936,50.32197052276401,365.6215341974332,3,6,6,7.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
495,3049.53431367086,6046768.8704,8736.0,35312608.694872335,42.32738209298051,353.9218974088645,3,6,6,7.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
496,22631.73154783793,32078431.8813,70400.0,125018741.57804912,224.5490231689309,324.6630762927111,20,10,10,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
497,17915.27382938587,34320910.5638,70400.0,101845433.9681871,240.24637394644373,257.89091197915224,20,10,10,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
498,18771.033973411777,32817802.1862,70400.0,104555696.79370382,229.7246153032781,269.897139044248,20,10,10,8.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
499,19621.86553671093,30406542.1462,70400.0,102828751.4759618,212.8457950234062,281.74305868940826,20,10,10,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
500,21088.957937009596,31620620.6501,70400.0,118641470.23825157,221.34434455068805,302.70315740852675,20,10,10,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
501,17225.97565643913,28419086.2076,70400.0,98661547.44289204,198.93360345315028,247.5129156234699,20,10,10,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
502,19250.32292643464,45231143.2188,70400.0,90048412.96998969,316.61800253127313,277.9395018319021,20,10,10,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
503,16983.472468248834,41715066.9948,70400.0,64808300.62277747,292.00546896342826,245.3903116081287,20,10,10,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
504,18173.582150064027,47411828.1036,70400.0,65962513.02641693,331.8827967248547,262.86171799416024,20,10,10,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
505,14253.4782894441,43386491.0097,70400.0,46299717.19123847,303.7054370682387,206.7781779334139,20,10,10,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
506,12863.298907093056,48529399.4759,70400.0,50383588.37955147,339.705796331242,187.54268044636785,20,10,10,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
518,13636.148567764669,33525281.5652,59290.0,70735678.1844864,234.6769709563432,233.948820015534,7,11,11,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
519,12500.16928738198,35252366.7676,59290.0,46920823.53734951,246.76656737329952,214.9930149225043,7,11,11,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
520,11435.287520340818,41145486.7614,59290.0,31620951.097969137,288.0184073300457,197.7282160173868,7,11,11,11.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
521,8712.903526159074,36963498.6705,59290.0,33595407.67289215,258.7444906935996,151.31806403866884,7,11,11,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
522,7528.161348449091,11568976.591,21120.0,59738606.02074758,80.98283613725643,360.28144813382323,9,8,8,12.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
523,6277.133753650813,11977860.6351,21120.0,53530349.62396637,83.84502444603879,301.18270729625243,9,8,8,12.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
524,5853.909364661235,11415770.07,21120.0,50204336.971342176,79.91039048997123,280.95737477041695,9,8,8,12.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
525,6570.573898485993,11529023.2743,21120.0,51472343.93349591,80.7031629197663,314.9278911650454,9,8,8,12.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
526,6210.075981271786,10957064.4763,21120.0,52392872.57755388,76.69945133417713,297.66929131657025,9,8,8,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
527,6050.08690437817,10829529.4457,21120.0,52023240.67655545,75.8067061202001,290.0517808001122,9,8,8,12.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
528,6241.800022691146,14138521.5084,21120.0,49343193.807894416,98.96965055906462,300.22583680161983,9,8,8,12.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
529,5700.6959896278295,13365399.263,21120.0,42350005.886049934,93.55779484119132,274.3491375222074,9,8,8,12.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
530,6336.046540312495,16176370.7788,21120.0,42881867.11132185,113.23459545147536,305.3636901403395,9,8,8,12.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
531,5099.576007672039,14269294.9823,21120.0,37799920.90089574,99.8850648764406,246.18660381384848,9,8,8,12.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
532,4947.886333342011,17241257.7969,21120.0,38970822.2462212,120.68880457828726,239.98935312122623,9,8,8,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
534,71515.08292747241,161251442.5126,276480.0,402674005.9328401,1128.760097588529,262.74538131170766,4,12,12,20.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
535,67636.94060391867,178327803.994,276480.0,306048597.46088004,1248.2946279582595,249.1508797449252,4,12,12,20.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
536,71613.85098380691,202012667.5715,276480.0,309372243.68189,1414.088673000317,264.1346197077808,4,12,12,20.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
538,8155.192552748652,14394517.8086,40824.0,47989301.14794382,100.7616246602621,202.23285756929536,7,9,9,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
539,6649.000601711474,16323041.8481,40824.0,41827045.97121198,114.26129293674288,165.6687706899916,7,9,9,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
540,7090.0205980653645,15440792.3544,40824.0,42489020.2866019,108.08554648062297,176.32045229634497,7,9,9,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
541,7086.859428183528,13021564.1064,40824.0,41463842.214571886,91.15094874446582,175.82819853341155,7,9,9,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
542,8068.33508747139,14454564.6484,40824.0,48758685.59713136,101.18195253858616,200.115545757642,7,9,9,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
543,6569.862407930879,14151610.8994,40824.0,41694786.92627106,99.06127629594852,163.35791897479,7,9,9,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
544,6435.717251424976,19305775.5684,40824.0,34254785.22245687,135.14042897897497,160.95575348824102,7,9,9,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
545,7151.994382763179,19840664.2954,40824.0,29197192.14965569,138.8846500675753,178.59296082771786,7,9,9,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
546,7368.799163994289,21197015.4863,40824.0,29231840.77751724,148.37910840425107,184.1362500587532,7,9,9,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
547,5258.076604659134,19094217.3618,40824.0,18600308.276818044,133.65952153249867,132.07270542307546,7,9,9,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
548,4422.907765669265,22309284.4059,40824.0,18744510.499732405,156.16499084105664,112.1661952897884,7,9,9,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
549,4485.112538787105,7081616.1266,13824.0,27229954.522502966,49.57131288620683,328.0297925110903,4,12,12,12.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
550,3364.9447502876224,7655043.3896,13824.0,21955474.55163733,53.58530372704033,247.28950043508848,4,12,12,12.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
551,3980.731066528295,6714826.186,13824.0,22588463.86940244,47.00378330199374,291.3581343916586,4,12,12,12.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
552,3250.7930328241305,6126277.9667,13824.0,21460791.977201156,42.88394576722335,238.25788328930517,4,12,12,12.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
553,3139.9078526232256,9175270.3293,13824.0,13701213.22051894,64.22689230542684,231.78058050699164,4,12,12,12.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
554,3370.4874873202207,10410110.0427,13824.0,13939842.06498781,72.87077029866948,249.085522107848,4,12,12,12.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
555,2767.589017708066,10033510.9929,13824.0,10324295.341202931,70.23457695042723,205.2823780858285,4,12,12,12.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
556,2239.8001684606625,8842185.1674,13824.0,10990885.08907522,61.89529617214299,166.4999612726277,4,12,12,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
557,63162.17896215781,81898390.4672,151200.0,358683324.3011077,573.288733270534,421.5308710015103,15,7,7,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
558,45913.7616238909,78719488.762,151200.0,269848459.1900066,551.0364213336809,307.30686537846947,15,7,7,6.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
559,37715.621107590494,70367552.6524,151200.0,211505247.1125649,492.5728685665852,252.6996956095045,15,7,7,6.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
560,49787.17922767328,84265691.1057,151200.0,232742656.1883556,589.8598377399946,333.1814753003524,15,7,7,6.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
561,40184.47521298173,67912755.3771,151200.0,225796352.5584095,475.3892876394073,268.91444775543084,15,7,7,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
562,41108.11593516692,67299644.9112,151200.0,235338010.3901806,471.09751437853015,274.9947979467292,15,7,7,6.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
563,42995.70283768869,104163382.366,151200.0,196920773.0592365,729.1436765621266,289.18549281911913,15,7,7,6.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
564,39704.72074090435,100540201.9763,151200.0,150177943.1420706,703.7814138341511,267.25199837790007,15,7,7,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
565,36387.54176602684,112969658.8024,151200.0,112810814.7095789,790.7876116171435,245.88842180981467,15,7,7,6.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
566,31359.143592193148,116405479.6891,151200.0,119205381.4292104,814.8383578239169,212.7908859128113,15,7,7,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
567,118271.4516306829,203549092.5077,425568.0,765553593.8045125,1424.8436475539831,281.2624428487031,30,8,8,13.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
568,135596.7446582631,209785213.9453,425568.0,794963496.6888809,1468.4964976167796,322.0760046711216,30,8,8,13.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
569,127626.8735186722,195983661.0267,425568.0,821401533.0497961,1371.8856271869545,303.1213792998044,30,8,8,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
570,123175.85933555932,192907804.2019,425568.0,805439411.4860115,1350.3546294132534,292.6117893379497,30,8,8,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
575,10700.53032284538,15996324.4671,30030.0,67932176.88231,111.97427126939792,360.05676304078514,3,11,11,10.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
576,8094.179975955322,17699363.0155,30030.0,54753156.07768136,123.8955411083787,273.6621883804096,3,11,11,10.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
577,7597.74559364912,13797219.5,30030.0,52003456.39650168,96.58053650005203,256.22131635528376,3,11,11,10.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
578,7193.811470595851,18936081.0296,30030.0,42282534.80536971,132.55256720745012,243.96816642701637,3,11,11,10.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
579,6494.388087942581,18982597.5857,30030.0,31678896.14002894,132.87818309996422,220.68818751390424,3,11,11,10.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
580,8005.531515888336,25712343.7635,30030.0,32894040.152376126,179.98640634469407,272.5780193883793,3,11,11,10.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
581,6540.910637212741,23716130.5322,30030.0,25330480.27977082,166.01291372505352,223.34077758700613,3,11,11,10.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
589,2740.35185179356,4941069.9835,9216.0,19623304.844742205,34.587489884661146,301.10018898418195,2,6,6,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
590,2185.279461965697,5166491.3567,9216.0,16881825.69538024,36.16543949683233,241.0421985093891,2,6,6,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
591,1615.8047414106584,4458015.6545,9216.0,13447614.812628414,31.206109581664325,178.71211490802114,2,6,6,8.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
592,1685.73306031221,4349939.6232,9216.0,13708229.012200752,30.44957736249112,186.2177341226889,2,6,6,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
593,2037.069493128311,5748349.341,9216.0,14476492.018178904,40.23844538681004,225.40233707846363,2,6,6,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
594,1789.8980573499305,5271113.7107,9216.0,11627842.760036567,36.89779597482371,198.22003616805057,2,6,6,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
595,2011.298218036087,6254277.3468,9216.0,11806117.560628047,43.77994142785223,222.9902516779448,2,6,6,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
596,1576.3294083478304,6165868.229,9216.0,9492772.970370496,43.161077603232,175.72596418739826,2,6,6,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
597,1372.8150066805997,6734089.1827,9216.0,9590190.371660922,47.13862427903286,154.07482974822403,2,6,6,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
598,67958.520124464,100369546.1774,188160.0,400878899.4021614,702.5868232421489,364.9080938972478,19,7,7,8.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
599,63072.2179599617,94535059.0021,188160.0,440283140.1640312,661.7454130144105,338.7221692866502,19,7,7,8.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
600,63282.5452494976,140192358.5082,188160.0,373957629.0454233,981.3465095575384,341.53854038613485,19,7,7,8.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
601,55317.20767191335,132768661.9033,188160.0,290241766.16760224,929.3806333231108,298.9295722004489,19,7,7,8.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
602,58000.80564658758,147143811.7612,188160.0,293127325.35865486,1030.0066823284667,313.7266811698344,19,7,7,8.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
603,46998.35670223922,133323008.2581,188160.0,239684136.66508728,933.2610578069894,254.738614796164,19,7,7,8.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
604,43075.196376864114,119897764.5029,188160.0,250241811.57519743,839.2843515201598,233.3890344833348,19,7,7,8.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
605,40167.39517238393,90401566.453,110400.0,184691649.69264895,632.8109651711579,369.5670845793033,23,8,8,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
606,30306.36291006184,76545257.0975,110400.0,110347198.05023412,535.8167996824048,279.3675698346399,23,8,8,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
607,26380.22736170037,77217617.4063,110400.0,86146188.6474443,540.5233218437683,243.8473793799288,23,8,8,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
608,25383.63606135933,85053548.1944,110400.0,93834175.49717513,595.3748373609916,235.31712770580003,23,8,8,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
609,23895.956656474213,38979410.787,82810.0,130177478.1262193,272.8558755092762,291.85862253331106,26,7,7,13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
610,21414.04550446965,43677061.2838,82810.0,118117229.33745696,305.7394289869457,262.2845662777031,26,7,7,13.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
611,22272.828417195946,43884986.8392,82810.0,119208316.4254007,307.1949078741443,272.6726642322194,26,7,7,13.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
612,21362.26133326768,36479454.3214,82810.0,113514144.17514206,255.35618024992635,261.0508092442653,26,7,7,13.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
613,23607.74612811664,40369674.4635,82810.0,128415649.70403816,282.5877212447063,288.4957595623879,26,7,7,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
614,24445.07892503169,41704580.1491,82810.0,134990606.4753876,291.9320610436984,298.7200940233714,26,7,7,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
615,22970.4495479221,58578491.6387,82810.0,104765624.24329408,410.0494414706511,282.339077278019,26,7,7,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
616,25227.465337026963,60577252.0554,82810.0,98689106.971317,424.0407643879633,309.763387289155,26,7,7,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
617,25262.507644968813,62750110.6498,82810.0,96477881.45455568,439.25077454882256,310.3702260538297,26,7,7,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
618,20102.392199339447,53955575.4705,82810.0,77322613.36709918,377.68902829382415,247.31410732560408,26,7,7,13.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
619,21098.076995988733,60372732.1705,82810.0,88587499.06861319,422.6091251934127,259.88028162277675,26,7,7,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
620,70981.5909797187,175398373.4713,237600.0,360268968.4851638,1227.788614299151,303.9115302778529,32,10,10,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
621,69226.32649022923,162543198.4031,237600.0,321676748.0143977,1137.8023888217288,296.1453235650293,32,10,10,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
622,71941.66355398095,176343825.2198,237600.0,325123985.8604853,1234.4067765387397,307.9800939836687,32,10,10,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
623,52881.26799240112,146909117.3799,237600.0,237982443.2665432,1028.36382165943,226.89238978981712,32,10,10,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
